user_id,signup_date,country,age_band,acquisition_channel,device_type,risk_score,kyc_required,referred,incentive_offered
5419,2025-02-20,UK,25-34,organic,Android,0.6,True,False,False
5420,2025-02-27,Spain,45-54,organic,iOS,0.272,True,False,False
5421,2025-03-14,UK,25-34,paid_search,iOS,0.441,True,False,True
5422,2025-03-29,UK,25-34,referral,Android,0.311,True,True,True
5423,2025-01-07,Germany,35-44,referral,iOS,0.628,True,True,True
5424,2025-01-23,UK,18-24,organic,iOS,0.464,True,False,True
5425,2025-01-28,France,35-44,organic,iOS,0.446,True,False,False
5426,2025-01-23,Germany,35-44,organic,Android,0.227,True,False,True
5427,2025-03-16,UK,35-44,referral,Web,0.585,True,True,True
5428,2025-01-13,Spain,45-54,paid_social,Android,0.608,True,False,True
5429,2025-01-03,Germany,25-34,referral,Android,0.312,True,True,True
5430,2025-03-19,France,18-24,paid_search,Android,0.478,True,False,False
5431,2025-03-28,UK,25-34,paid_social,Android,0.556,True,False,False
5432,2025-01-21,France,45-54,paid_social,Android,0.849,True,False,False
5433,2025-01-30,UK,25-34,paid_social,iOS,0.52,True,False,True
5434,2025-02-15,Germany,45-54,paid_search,iOS,0.45,True,False,True
5435,2025-02-17,UK,25-34,organic,Android,0.422,True,False,False
5436,2025-03-31,Nigeria,25-34,paid_search,Web,0.433,True,False,True
5437,2025-02-06,UK,45-54,affiliate,Android,0.588,True,False,False
5438,2025-01-02,Nigeria,35-44,organic,Web,0.291,True,False,False
5439,2025-02-08,Nigeria,25-34,paid_social,iOS,0.618,True,False,True
5440,2025-02-20,Germany,18-24,affiliate,iOS,0.173,True,False,True
5441,2025-02-16,Germany,45-54,paid_social,Web,0.57,True,False,True
5442,2025-02-16,Germany,35-44,paid_search,iOS,0.62,True,False,False
5443,2025-03-25,Nigeria,25-34,organic,Android,0.595,True,False,True
5444,2025-03-14,France,25-34,referral,iOS,0.499,True,True,True
5445,2025-01-23,France,18-24,referral,Android,0.521,True,True,True
5446,2025-02-01,UK,25-34,affiliate,iOS,0.378,True,False,False
5447,2025-03-02,Ghana,18-24,organic,Web,0.248,True,False,False
5448,2025-02-06,UK,18-24,affiliate,iOS,0.495,True,False,True
5449,2025-02-08,UK,35-44,paid_search,iOS,0.462,True,False,False
5450,2025-01-16,UK,25-34,paid_social,Android,0.616,False,False,True
5451,2025-01-23,Germany,35-44,organic,iOS,0.425,True,False,True
5452,2025-03-08,Ghana,25-34,organic,iOS,0.479,True,False,False
5453,2025-03-17,Spain,18-24,paid_social,Android,0.502,True,False,False
5454,2025-03-12,UK,25-34,paid_search,iOS,0.553,True,False,False
5455,2025-01-28,Germany,18-24,affiliate,iOS,0.621,True,False,False
5456,2025-01-13,Spain,35-44,organic,iOS,0.278,True,False,False
5457,2025-01-15,France,45-54,referral,Android,0.576,True,True,True
5458,2025-02-05,UK,35-44,paid_search,iOS,0.417,True,False,True
5459,2025-02-16,Germany,35-44,organic,Android,0.566,True,False,False
5460,2025-03-22,France,45-54,organic,Android,0.716,True,False,False
5461,2025-03-22,Nigeria,35-44,referral,iOS,0.07,True,True,True
5462,2025-01-01,Spain,25-34,referral,Android,0.669,True,True,True
5463,2025-03-05,UK,35-44,organic,Android,0.429,True,False,False
5464,2025-01-27,Spain,25-34,paid_search,Android,0.296,True,False,False
5465,2025-01-18,UK,18-24,paid_search,iOS,0.371,True,False,True
5466,2025-02-19,Ghana,35-44,paid_social,Android,0.264,True,False,True
5467,2025-01-04,Germany,35-44,paid_social,iOS,0.541,True,False,True
5468,2025-01-31,UK,18-24,referral,Android,0.264,True,True,True
5469,2025-02-19,Germany,55+,organic,iOS,0.667,True,False,False
5470,2025-01-25,UK,18-24,organic,Web,0.575,True,False,False
5471,2025-02-23,UK,35-44,organic,iOS,0.491,False,False,False
5472,2025-02-11,France,55+,affiliate,Android,0.083,True,False,False
5473,2025-03-13,Spain,25-34,paid_social,Android,0.212,True,False,False
5474,2025-01-17,Ghana,45-54,organic,iOS,0.436,True,False,False
5475,2025-01-06,Germany,35-44,referral,iOS,0.445,True,True,True
5476,2025-02-17,UK,35-44,paid_social,iOS,0.619,True,False,False
5477,2025-01-24,Germany,55+,paid_search,Android,0.0,True,False,False
5478,2025-03-05,Germany,35-44,organic,Android,0.313,True,False,False
5479,2025-01-09,UK,25-34,referral,iOS,0.601,True,True,True
5480,2025-02-21,Ghana,35-44,paid_social,Android,0.389,True,False,False
5481,2025-03-31,Nigeria,25-34,organic,iOS,0.366,True,False,False
5482,2025-01-09,UK,25-34,organic,Android,0.16,True,False,True
5483,2025-01-28,Spain,18-24,organic,iOS,0.641,True,False,False
5484,2025-03-17,France,25-34,paid_social,Android,0.363,False,False,True
5485,2025-02-18,UK,35-44,paid_search,Android,0.647,True,False,False
5486,2025-01-16,France,45-54,paid_search,iOS,0.714,True,False,False
5487,2025-01-20,UK,55+,paid_search,Android,0.687,True,False,True
5488,2025-03-10,UK,18-24,affiliate,Android,0.444,True,False,True
5489,2025-03-19,Nigeria,25-34,paid_search,iOS,0.363,True,False,False
5490,2025-02-02,France,25-34,paid_search,iOS,0.351,True,False,False
5491,2025-02-12,UK,18-24,paid_search,iOS,0.804,True,False,True
5492,2025-03-12,Germany,25-34,paid_social,iOS,0.412,True,False,True
5493,2025-01-16,Nigeria,25-34,referral,Android,0.64,True,True,True
5494,2025-01-19,Germany,45-54,affiliate,Android,0.537,True,False,True
5495,2025-03-11,Nigeria,25-34,paid_search,iOS,0.376,True,False,True
5496,2025-01-17,Ghana,35-44,paid_search,iOS,0.404,True,False,True
5497,2025-03-11,Germany,45-54,paid_search,Android,0.663,False,False,True
5498,2025-02-14,Spain,35-44,referral,Android,0.456,True,True,True
5499,2025-03-31,Spain,18-24,paid_social,Android,0.368,True,False,True
5500,2025-01-03,Spain,25-34,paid_search,Android,0.305,True,False,False
5501,2025-03-27,Germany,55+,paid_social,iOS,0.508,True,False,False
5502,2025-01-21,UK,18-24,organic,Android,0.357,True,False,False
5503,2025-01-04,UK,18-24,paid_social,Android,0.557,True,False,True
5504,2025-03-07,France,55+,organic,Android,0.908,False,False,False
5505,2025-02-17,Spain,35-44,paid_search,iOS,0.543,True,False,False
5506,2025-03-17,Spain,35-44,organic,Android,0.775,False,False,False
5507,2025-01-10,France,18-24,organic,iOS,0.321,True,False,False
5508,2025-01-08,UK,25-34,organic,iOS,0.573,True,False,False
5509,2025-02-21,UK,35-44,paid_social,iOS,0.676,True,False,True
5510,2025-03-21,Spain,25-34,paid_social,Android,0.698,True,False,True
5511,2025-02-06,France,18-24,paid_social,Android,0.68,True,False,False
5512,2025-03-13,Spain,18-24,paid_search,iOS,0.453,True,False,False
5513,2025-03-23,UK,25-34,referral,iOS,0.61,True,True,True
5514,2025-03-20,Germany,25-34,referral,iOS,0.267,False,True,True
5515,2025-02-15,Nigeria,45-54,paid_social,Android,0.739,True,False,False
5516,2025-03-04,UK,25-34,paid_social,Android,0.279,True,False,True
5517,2025-02-17,UK,18-24,referral,Android,0.676,True,True,True
5518,2025-03-02,Spain,55+,paid_social,Android,0.638,True,False,True
5519,2025-02-21,France,55+,organic,Android,0.637,True,False,False
5520,2025-02-17,Nigeria,35-44,paid_social,iOS,0.822,True,False,True
5521,2025-02-09,Nigeria,45-54,organic,Android,0.639,True,False,True
5522,2025-02-28,Spain,18-24,referral,iOS,0.211,True,True,True
5523,2025-03-09,UK,25-34,paid_social,Android,0.556,True,False,False
5524,2025-03-24,Germany,18-24,affiliate,Android,0.11,True,False,False
5525,2025-02-25,Ghana,25-34,organic,Web,0.434,False,False,False
5526,2025-01-10,Germany,35-44,paid_social,iOS,0.374,True,False,False
5527,2025-02-22,Nigeria,35-44,paid_social,Android,0.565,True,False,True
5528,2025-01-29,Spain,18-24,referral,Android,0.302,True,True,True
5529,2025-01-03,UK,25-34,referral,Web,0.307,True,True,True
5530,2025-01-07,France,55+,organic,iOS,0.54,True,False,False
5531,2025-02-23,Spain,25-34,affiliate,Android,0.661,True,False,False
5532,2025-03-27,UK,25-34,affiliate,iOS,0.45,True,False,False
5533,2025-02-15,Germany,25-34,affiliate,Android,0.868,True,False,False
5534,2025-02-10,Spain,25-34,paid_social,Android,0.388,True,False,True
5535,2025-01-08,UK,25-34,referral,Android,0.572,True,True,True
5536,2025-03-02,Germany,25-34,organic,Android,0.511,True,False,False
5537,2025-01-05,Spain,25-34,organic,Android,0.388,True,False,False
5538,2025-03-17,Spain,25-34,organic,Android,0.686,True,False,False
5539,2025-03-15,France,25-34,paid_social,iOS,0.29,False,False,True
5540,2025-03-31,Nigeria,18-24,affiliate,Android,0.076,True,False,False
5541,2025-01-26,Nigeria,18-24,paid_social,Android,0.427,True,False,True
5542,2025-01-15,Germany,25-34,paid_search,iOS,0.404,True,False,False
5543,2025-01-27,UK,45-54,referral,Android,0.641,True,True,True
5544,2025-03-13,Spain,35-44,paid_social,iOS,0.225,False,False,True
5545,2025-01-20,UK,18-24,paid_search,Android,0.544,True,False,False
5546,2025-03-21,Ghana,25-34,paid_social,Android,0.522,True,False,True
5547,2025-01-14,France,25-34,paid_social,Android,0.508,True,False,True
5548,2025-01-05,Germany,25-34,paid_social,iOS,0.638,True,False,True
5549,2025-01-20,France,35-44,referral,Android,0.446,True,True,True
5550,2025-03-09,France,55+,paid_search,Android,0.459,True,False,False
5551,2025-02-24,Nigeria,18-24,paid_search,Android,0.531,False,False,True
5552,2025-02-01,UK,25-34,paid_social,Android,0.432,True,False,False
5553,2025-03-01,Nigeria,25-34,referral,Android,0.206,True,True,True
5554,2025-02-28,UK,25-34,paid_search,Android,0.376,True,False,False
5555,2025-02-19,Spain,18-24,referral,iOS,0.403,True,True,True
5556,2025-02-16,Nigeria,35-44,paid_social,iOS,0.349,True,False,True
5557,2025-01-10,Germany,18-24,organic,iOS,0.393,True,False,False
5558,2025-01-24,UK,35-44,paid_search,Android,0.482,False,False,True
5559,2025-02-17,Ghana,35-44,organic,iOS,0.401,True,False,False
5560,2025-01-13,Ghana,25-34,organic,Android,0.604,False,False,False
5561,2025-02-12,Germany,55+,organic,Android,0.607,True,False,False
5562,2025-01-11,France,35-44,paid_social,iOS,0.022,True,False,False
5563,2025-03-12,Ghana,25-34,paid_social,iOS,0.192,True,False,True
5564,2025-01-10,UK,55+,paid_social,iOS,0.017,True,False,False
5565,2025-01-09,France,35-44,paid_search,iOS,0.401,True,False,True
5566,2025-02-27,Germany,18-24,paid_search,iOS,0.39,True,False,False
5567,2025-01-20,UK,25-34,referral,Android,0.477,True,True,True
5568,2025-02-01,Ghana,25-34,affiliate,Web,0.602,True,False,True
5569,2025-01-29,Germany,35-44,referral,iOS,0.442,False,True,True
5570,2025-01-20,Nigeria,45-54,paid_search,iOS,0.341,True,False,False
5571,2025-03-10,France,25-34,referral,Android,0.449,True,True,True
5572,2025-03-04,France,18-24,referral,Web,0.361,True,True,True
5573,2025-01-22,Germany,25-34,organic,Web,0.184,True,False,False
5574,2025-03-03,Germany,35-44,paid_search,Web,0.622,True,False,True
5575,2025-03-06,Ghana,25-34,paid_search,iOS,0.526,True,False,True
5576,2025-02-18,Spain,18-24,paid_social,Web,0.711,True,False,False
5577,2025-02-22,Spain,25-34,paid_social,iOS,0.227,True,False,True
5578,2025-03-26,Germany,35-44,organic,iOS,0.159,True,False,False
5579,2025-02-10,UK,18-24,organic,Android,0.282,True,False,False
5580,2025-02-04,UK,25-34,paid_search,Android,0.522,True,False,False
5581,2025-02-18,Spain,18-24,paid_social,Android,0.605,True,False,True
5582,2025-03-17,Germany,25-34,paid_social,Android,0.502,True,False,True
5583,2025-03-05,France,18-24,organic,Android,0.476,True,False,False
5584,2025-01-07,Germany,18-24,paid_social,iOS,0.604,True,False,False
5585,2025-02-11,Germany,35-44,affiliate,iOS,0.367,True,False,True
5586,2025-03-08,Spain,18-24,organic,Android,0.64,True,False,False
5587,2025-01-21,France,18-24,paid_social,Android,0.807,True,False,True
5588,2025-03-30,Nigeria,25-34,paid_search,iOS,0.259,True,False,True
5589,2025-03-14,UK,18-24,organic,iOS,0.404,True,False,True
5590,2025-03-18,France,18-24,referral,Android,0.2,True,True,True
5591,2025-01-08,UK,25-34,affiliate,Web,0.276,True,False,False
5592,2025-02-22,Ghana,25-34,paid_search,Android,0.521,True,False,False
5593,2025-02-17,France,25-34,paid_search,Android,0.147,True,False,True
5594,2025-02-26,Germany,55+,organic,Android,0.31,True,False,False
5595,2025-03-18,Ghana,25-34,paid_social,iOS,0.64,True,False,True
5596,2025-02-01,Germany,25-34,organic,Android,0.49,True,False,False
5597,2025-02-18,UK,45-54,paid_search,Android,0.588,True,False,True
5598,2025-03-03,Germany,25-34,organic,Web,0.217,True,False,False
5599,2025-03-09,UK,35-44,paid_social,iOS,0.462,True,False,True
5600,2025-03-11,Ghana,25-34,affiliate,Web,0.79,True,False,False
5601,2025-01-31,Spain,35-44,organic,Android,0.331,True,False,False
5602,2025-03-31,Spain,45-54,referral,iOS,0.362,True,True,True
5603,2025-01-01,Ghana,18-24,referral,Android,0.555,True,True,True
5604,2025-02-14,Spain,45-54,organic,iOS,0.288,True,False,False
5605,2025-02-24,Germany,25-34,affiliate,Android,0.579,True,False,False
5606,2025-01-06,UK,25-34,paid_social,Android,0.127,True,False,True
5607,2025-02-10,Germany,25-34,paid_social,Android,0.013,False,False,True
5608,2025-02-23,Nigeria,25-34,paid_social,Android,0.507,True,False,True
5609,2025-02-24,Nigeria,18-24,paid_search,Android,0.274,False,False,False
5610,2025-01-11,Spain,45-54,organic,iOS,0.348,True,False,False
5611,2025-01-25,UK,25-34,paid_search,Android,0.608,True,False,False
5612,2025-01-23,UK,45-54,paid_social,Android,0.562,True,False,False
5613,2025-02-27,Ghana,25-34,referral,Android,0.229,True,True,True
5614,2025-01-30,UK,25-34,paid_search,iOS,0.544,True,False,True
5615,2025-02-21,France,25-34,organic,Web,0.396,True,False,False
5616,2025-03-07,Germany,18-24,organic,Android,0.525,True,False,False
5617,2025-03-13,Germany,25-34,affiliate,Android,0.446,True,False,True
5618,2025-01-17,Spain,45-54,organic,iOS,0.179,True,False,False
5619,2025-03-23,Nigeria,45-54,referral,Android,0.322,True,True,True
5620,2025-01-15,Spain,25-34,organic,iOS,0.016,True,False,False
5621,2025-01-02,Germany,25-34,organic,Android,0.483,True,False,False
5622,2025-01-05,Germany,25-34,organic,Android,0.521,True,False,False
5623,2025-01-19,Nigeria,25-34,paid_search,iOS,0.323,True,False,False
5624,2025-03-20,France,35-44,paid_search,iOS,0.429,True,False,False
5625,2025-01-19,Germany,25-34,referral,Android,0.275,True,True,True
5626,2025-03-04,Spain,18-24,paid_social,iOS,0.676,True,False,True
5627,2025-02-07,UK,18-24,organic,Android,0.219,True,False,False
5628,2025-01-04,UK,55+,paid_social,iOS,0.394,True,False,False
5629,2025-02-09,Ghana,35-44,paid_search,iOS,0.216,True,False,False
5630,2025-01-03,France,45-54,paid_social,Android,0.492,True,False,True
5631,2025-02-12,UK,25-34,referral,Web,0.637,True,True,True
5632,2025-02-20,UK,25-34,affiliate,Android,0.076,True,False,False
5633,2025-02-16,Nigeria,25-34,paid_social,iOS,0.568,True,False,True
5634,2025-01-26,France,45-54,paid_search,Web,0.744,True,False,True
5635,2025-03-10,France,25-34,paid_search,Web,0.473,True,False,False
5636,2025-02-23,UK,35-44,paid_search,Android,0.329,False,False,True
5637,2025-01-23,Nigeria,18-24,paid_search,Android,0.443,True,False,False
5638,2025-02-09,Ghana,18-24,organic,iOS,0.352,True,False,False
5639,2025-01-10,France,18-24,organic,Android,0.804,True,False,True
5640,2025-03-25,Germany,25-34,affiliate,Android,0.6,True,False,False
5641,2025-03-09,Spain,35-44,affiliate,Web,0.612,True,False,False
5642,2025-01-26,Ghana,55+,organic,iOS,0.838,True,False,False
5643,2025-03-02,Spain,25-34,affiliate,iOS,0.692,True,False,True
5644,2025-03-03,Nigeria,25-34,referral,Android,0.428,True,True,True
5645,2025-02-24,France,35-44,organic,Android,0.455,False,False,False
5646,2025-01-05,Germany,18-24,referral,Android,0.875,True,True,True
5647,2025-03-21,Germany,35-44,affiliate,iOS,0.317,True,False,True
5648,2025-03-28,Ghana,35-44,paid_social,Android,0.419,True,False,True
5649,2025-03-29,UK,25-34,referral,Android,0.268,True,True,True
5650,2025-03-30,UK,18-24,paid_search,iOS,0.123,True,False,False
5651,2025-03-25,Spain,18-24,paid_social,iOS,0.292,True,False,True
5652,2025-03-08,Germany,25-34,paid_social,iOS,0.295,False,False,True
5653,2025-01-06,Ghana,45-54,paid_social,Android,0.337,True,False,False
5654,2025-02-11,UK,35-44,paid_search,iOS,0.56,True,False,True
5655,2025-01-23,Germany,25-34,paid_social,Android,0.448,True,False,True
5656,2025-01-20,UK,25-34,referral,iOS,0.632,False,True,True
5657,2025-03-16,Spain,35-44,referral,iOS,0.477,True,True,True
5658,2025-03-15,Spain,25-34,organic,Web,0.482,True,False,False
5659,2025-02-16,Germany,18-24,paid_search,Android,0.398,True,False,True
5660,2025-03-08,Germany,35-44,organic,iOS,0.8,True,False,False
5661,2025-01-12,UK,25-34,paid_social,Android,0.374,True,False,False
5662,2025-01-20,Spain,25-34,organic,iOS,0.615,True,False,False
5663,2025-03-19,Nigeria,25-34,affiliate,Android,0.237,True,False,True
5664,2025-02-10,Spain,18-24,paid_social,iOS,0.406,True,False,True
5665,2025-02-19,UK,45-54,paid_search,Web,0.811,True,False,False
5666,2025-02-11,France,35-44,paid_social,iOS,0.573,True,False,False
5667,2025-01-19,UK,55+,organic,Android,0.198,True,False,False
5668,2025-03-16,UK,55+,organic,Android,0.264,True,False,False
5669,2025-03-10,UK,25-34,organic,iOS,0.738,True,False,False
5670,2025-03-03,UK,25-34,paid_social,Android,0.466,True,False,False
5671,2025-02-01,UK,35-44,referral,iOS,0.4,True,True,True
5672,2025-02-27,Spain,18-24,organic,Android,0.31,True,False,False
5673,2025-03-27,UK,55+,referral,Android,0.393,True,True,True
5674,2025-02-28,Spain,18-24,organic,iOS,0.704,True,False,False
5675,2025-02-14,Nigeria,25-34,paid_search,iOS,0.324,True,False,False
5676,2025-01-25,France,35-44,paid_social,Android,0.342,True,False,False
5677,2025-02-17,Germany,45-54,referral,iOS,0.558,True,True,True
5678,2025-02-03,Spain,35-44,affiliate,Web,0.263,True,False,True
5679,2025-02-25,UK,25-34,paid_social,iOS,0.282,True,False,True
5680,2025-01-05,Germany,25-34,paid_search,iOS,0.451,True,False,False
5681,2025-01-18,Germany,25-34,organic,iOS,0.456,True,False,False
5682,2025-03-12,Ghana,35-44,organic,Android,0.304,True,False,False
5683,2025-02-04,Ghana,25-34,affiliate,Web,0.535,True,False,False
5684,2025-02-08,Ghana,35-44,paid_social,iOS,0.489,True,False,True
5685,2025-02-18,Spain,18-24,paid_search,Android,0.095,True,False,True
5686,2025-02-09,France,25-34,organic,iOS,0.59,True,False,False
5687,2025-03-10,Ghana,55+,organic,iOS,0.347,True,False,False
5688,2025-01-23,Ghana,25-34,referral,iOS,0.595,True,True,True
5689,2025-03-10,Germany,25-34,paid_search,Android,0.824,True,False,True
5690,2025-01-19,Nigeria,25-34,affiliate,Android,0.438,False,False,True
5691,2025-02-03,Ghana,45-54,paid_search,iOS,0.334,True,False,True
5692,2025-02-22,France,18-24,referral,Web,0.698,True,True,True
5693,2025-03-21,UK,25-34,organic,iOS,0.299,True,False,False
5694,2025-01-21,UK,45-54,organic,Android,0.791,True,False,False
5695,2025-02-22,Spain,35-44,organic,iOS,0.367,True,False,False
5696,2025-01-06,UK,25-34,organic,Android,0.337,False,False,False
5697,2025-01-07,Germany,25-34,affiliate,iOS,0.876,True,False,True
5698,2025-03-11,France,25-34,referral,Android,0.515,True,True,True
5699,2025-03-06,Ghana,45-54,paid_search,Android,0.742,True,False,True
5700,2025-02-03,Ghana,35-44,paid_social,Android,0.445,True,False,True
5701,2025-02-26,Spain,45-54,paid_social,iOS,0.432,True,False,False
5702,2025-02-04,Germany,55+,paid_social,Android,0.0,True,False,False
5703,2025-01-25,UK,25-34,organic,iOS,0.632,True,False,False
5704,2025-02-08,Spain,25-34,paid_search,iOS,0.519,True,False,False
5705,2025-01-29,UK,35-44,organic,Android,0.43,True,False,False
5706,2025-03-15,France,35-44,referral,Web,0.557,True,True,True
5707,2025-02-07,Nigeria,35-44,paid_search,iOS,0.457,True,False,False
5708,2025-01-29,France,18-24,paid_social,Android,0.28,True,False,False
5709,2025-02-18,France,45-54,affiliate,Android,0.515,True,False,False
5710,2025-03-10,Spain,35-44,paid_search,Android,0.416,False,False,True
5711,2025-01-25,Ghana,45-54,organic,Android,0.583,True,False,False
5712,2025-03-26,Germany,25-34,paid_search,iOS,0.4,True,False,True
5713,2025-02-11,Germany,25-34,paid_social,iOS,0.366,True,False,True
5714,2025-03-01,UK,35-44,paid_search,iOS,0.352,True,False,False
5715,2025-03-28,France,35-44,organic,Android,0.291,True,False,False
5716,2025-02-08,UK,18-24,organic,iOS,0.356,True,False,False
5717,2025-01-18,France,25-34,paid_social,Android,0.528,False,False,True
5718,2025-03-09,Spain,35-44,paid_social,Android,0.315,True,False,True
5719,2025-01-01,UK,55+,organic,iOS,0.238,True,False,False
5720,2025-02-11,France,18-24,referral,Android,0.592,True,True,True
5721,2025-03-30,UK,25-34,paid_search,Android,0.425,True,False,True
5722,2025-02-07,UK,25-34,organic,Android,0.588,True,False,False
5723,2025-03-03,UK,18-24,paid_search,Android,0.41,True,False,False
5724,2025-02-17,UK,18-24,paid_social,iOS,0.347,True,False,False
5725,2025-01-20,Nigeria,25-34,paid_social,Android,0.136,True,False,True
5726,2025-01-29,Nigeria,35-44,paid_search,Android,0.247,True,False,False
5727,2025-02-17,Spain,25-34,organic,Android,0.293,True,False,False
5728,2025-01-10,France,25-34,paid_search,Android,0.501,True,False,True
5729,2025-02-07,Spain,55+,paid_search,iOS,0.43,True,False,True
5730,2025-02-07,Ghana,25-34,paid_search,Android,0.265,True,False,False
5731,2025-03-17,France,35-44,paid_search,iOS,0.0,True,False,False
5732,2025-01-12,UK,25-34,paid_search,iOS,0.533,True,False,False
5733,2025-03-17,Spain,35-44,organic,iOS,0.608,False,False,False
5734,2025-02-06,Nigeria,35-44,paid_search,Android,0.624,True,False,False
5735,2025-02-28,UK,25-34,organic,Android,0.276,True,False,False
5736,2025-02-20,Germany,35-44,paid_social,Android,0.635,True,False,False
5737,2025-01-27,Germany,35-44,paid_search,Android,0.552,True,False,True
5738,2025-03-25,Germany,25-34,paid_social,Android,0.551,True,False,True
5739,2025-01-21,Spain,35-44,organic,Android,0.34,True,False,False
5740,2025-01-04,Germany,25-34,paid_search,Android,0.426,True,False,False
5741,2025-03-09,Nigeria,25-34,organic,iOS,0.78,False,False,False
5742,2025-02-25,Spain,55+,organic,Android,0.752,True,False,True
5743,2025-03-22,UK,18-24,referral,Android,0.441,True,True,True
5744,2025-02-11,Ghana,18-24,organic,iOS,0.485,True,False,False
5745,2025-01-02,Spain,18-24,organic,iOS,0.055,True,False,True
5746,2025-01-02,France,55+,paid_search,iOS,0.667,True,False,False
5747,2025-02-08,Germany,18-24,paid_search,iOS,0.584,True,False,True
5748,2025-01-23,Ghana,18-24,referral,Android,0.512,True,True,True
5749,2025-03-24,Germany,35-44,affiliate,Android,0.342,True,False,True
5750,2025-01-11,UK,35-44,paid_search,Web,0.462,True,False,False
5751,2025-03-21,Germany,25-34,organic,Android,0.714,True,False,False
5752,2025-01-20,UK,55+,paid_search,Android,0.515,True,False,False
5753,2025-01-11,Spain,18-24,paid_search,Android,0.924,True,False,True
5754,2025-01-25,UK,25-34,paid_search,Android,0.596,True,False,True
5755,2025-01-13,France,25-34,organic,iOS,0.285,True,False,False
5756,2025-02-06,Germany,25-34,organic,iOS,0.376,True,False,False
5757,2025-01-30,Ghana,45-54,organic,iOS,0.322,True,False,True
5758,2025-02-17,Germany,25-34,paid_search,Android,0.604,True,False,False
5759,2025-02-18,Nigeria,18-24,paid_social,iOS,0.658,False,False,True
5760,2025-01-01,Nigeria,18-24,referral,Android,0.759,True,True,True
5761,2025-01-12,UK,18-24,organic,Web,0.39,True,False,False
5762,2025-01-15,Spain,45-54,referral,Android,0.534,True,True,True
5763,2025-01-18,UK,25-34,organic,iOS,0.68,True,False,False
5764,2025-01-09,Ghana,45-54,organic,Android,0.729,True,False,False
5765,2025-01-29,France,18-24,paid_social,Android,0.229,True,False,False
5766,2025-02-19,UK,55+,organic,Android,0.562,True,False,False
5767,2025-01-28,UK,35-44,referral,Android,0.235,False,True,True
5768,2025-01-30,Germany,18-24,affiliate,iOS,0.342,True,False,True
5769,2025-02-12,Ghana,18-24,organic,Web,0.215,False,False,False
5770,2025-02-19,Spain,35-44,organic,iOS,0.338,True,False,False
5771,2025-01-30,UK,18-24,organic,iOS,0.189,False,False,False
5772,2025-01-20,Germany,25-34,referral,iOS,0.237,True,True,True
5773,2025-02-06,Germany,35-44,organic,iOS,0.287,True,False,False
5774,2025-01-03,France,45-54,referral,iOS,0.505,True,True,True
5775,2025-02-14,UK,35-44,paid_search,iOS,0.456,False,False,True
5776,2025-03-26,Germany,45-54,paid_social,iOS,0.154,True,False,False
5777,2025-02-05,Ghana,25-34,organic,iOS,0.943,True,False,False
5778,2025-01-10,Germany,35-44,referral,Web,0.362,True,True,True
5779,2025-03-05,Spain,25-34,paid_social,Android,0.211,True,False,True
5780,2025-01-12,Germany,35-44,organic,Android,0.555,True,False,True
5781,2025-01-18,Germany,35-44,organic,Android,0.449,False,False,False
5782,2025-01-14,France,25-34,paid_search,Android,0.304,True,False,False
5783,2025-03-21,UK,55+,paid_social,iOS,0.52,True,False,False
5784,2025-03-30,UK,25-34,referral,Web,0.329,True,True,True
5785,2025-02-21,Nigeria,25-34,paid_search,iOS,0.397,True,False,False
5786,2025-02-25,Ghana,25-34,affiliate,Android,0.714,True,False,False
5787,2025-02-28,Spain,25-34,organic,Android,0.472,True,False,False
5788,2025-02-24,UK,25-34,referral,iOS,0.561,True,True,True
5789,2025-02-18,UK,55+,referral,iOS,0.356,True,True,True
5790,2025-03-30,UK,25-34,paid_social,Android,0.478,True,False,True
5791,2025-03-07,Nigeria,35-44,affiliate,Android,0.311,True,False,False
5792,2025-01-08,Ghana,25-34,paid_search,iOS,0.303,True,False,True
5793,2025-02-05,France,45-54,paid_social,Web,0.376,True,False,True
5794,2025-03-29,Nigeria,35-44,organic,Android,0.325,True,False,False
5795,2025-02-06,UK,18-24,organic,Android,0.637,True,False,False
5796,2025-01-19,France,25-34,paid_social,iOS,0.554,True,False,True
5797,2025-03-20,UK,35-44,referral,Android,0.037,False,True,True
5798,2025-02-26,Germany,18-24,affiliate,Android,0.76,True,False,False
5799,2025-02-20,Nigeria,25-34,paid_social,Android,0.565,True,False,False
5800,2025-02-07,Ghana,25-34,referral,iOS,0.656,True,True,False
5801,2025-01-12,UK,18-24,referral,Android,0.419,True,True,True
5802,2025-02-04,UK,55+,referral,iOS,0.181,True,True,True
5803,2025-02-09,France,45-54,organic,Web,0.212,True,False,False
5804,2025-03-25,UK,35-44,paid_search,Android,0.757,True,False,True
5805,2025-01-28,France,18-24,paid_search,Android,0.157,True,False,False
5806,2025-01-14,France,55+,referral,iOS,0.19,True,True,True
5807,2025-02-08,UK,35-44,paid_social,iOS,0.372,True,False,False
5808,2025-03-31,UK,55+,referral,Android,0.201,True,True,True
5809,2025-02-13,UK,18-24,affiliate,Android,0.546,True,False,True
5810,2025-02-04,Nigeria,18-24,paid_social,Android,0.56,True,False,True
5811,2025-03-02,Germany,35-44,referral,iOS,0.524,True,True,True
5812,2025-02-28,France,45-54,paid_social,Android,0.339,False,False,True
5813,2025-01-27,Germany,18-24,paid_social,iOS,0.502,True,False,True
5814,2025-03-29,Spain,25-34,paid_search,Android,0.771,True,False,False
