user_id,incentive_type,incentive_cost,estimated_revenue_30d
3466,cashback,5.0,1.38
3468,referral_bonus,12.0,1.64
3473,affiliate_reward,10.0,0.61
3475,cashback,5.0,0.66
3476,cashback,5.0,0.55
3479,referral_bonus,12.0,2.32
3480,welcome_bonus,8.0,0.84
3481,cashback,5.0,0.09
3482,referral_bonus,12.0,0.81
3483,welcome_bonus,8.0,0.18
3485,cashback,5.0,0.87
3486,cashback,5.0,0.47
3488,welcome_bonus,8.0,0.6
3489,welcome_bonus,8.0,0.19
3491,welcome_bonus,8.0,1.28
3497,welcome_bonus,8.0,0.76
3498,referral_bonus,12.0,1.16
3500,welcome_bonus,8.0,0.28
3502,referral_bonus,12.0,0.76
3503,welcome_bonus,8.0,0.44
3506,welcome_bonus,8.0,0.4
3513,welcome_bonus,8.0,0.81
3514,welcome_bonus,8.0,0.8
3516,welcome_bonus,8.0,1.11
3517,affiliate_reward,10.0,0.9
3518,referral_bonus,12.0,1.04
3519,affiliate_reward,10.0,0.64
3521,affiliate_reward,10.0,0.7
3526,referral_bonus,12.0,0.53
3527,welcome_bonus,8.0,0.65
3531,referral_bonus,12.0,0.76
3532,welcome_bonus,8.0,0.83
3534,welcome_bonus,8.0,0.83
3535,referral_bonus,12.0,0.37
3539,cashback,5.0,0.9
3543,affiliate_reward,10.0,0.8
3544,affiliate_reward,10.0,0.55
3546,welcome_bonus,8.0,1.62
3547,referral_bonus,12.0,0.62
3553,referral_bonus,12.0,0.76
3554,welcome_bonus,8.0,0.55
3556,cashback,5.0,1.2
3557,welcome_bonus,8.0,0.4
3558,cashback,5.0,0.64
3559,referral_bonus,12.0,1.08
3560,referral_bonus,12.0,0.54
3561,cashback,5.0,1.84
3562,welcome_bonus,8.0,0.63
3563,welcome_bonus,8.0,0.88
3565,cashback,5.0,2.01
3566,cashback,5.0,1.64
3567,referral_bonus,12.0,2.31
3568,referral_bonus,12.0,2.14
3570,referral_bonus,12.0,1.53
3571,welcome_bonus,8.0,0.24
3574,referral_bonus,12.0,0.42
3575,cashback,5.0,1.01
3578,welcome_bonus,8.0,2.24
3581,referral_bonus,12.0,0.47
3585,welcome_bonus,8.0,0.26
3587,welcome_bonus,8.0,0.87
3589,welcome_bonus,8.0,0.74
3590,referral_bonus,12.0,1.99
3592,welcome_bonus,8.0,0.0
3593,welcome_bonus,8.0,0.54
3594,welcome_bonus,8.0,0.69
3595,cashback,5.0,1.49
3597,cashback,5.0,0.33
3601,welcome_bonus,8.0,0.22
3602,welcome_bonus,8.0,0.54
3610,referral_bonus,12.0,0.96
3612,welcome_bonus,8.0,0.62
3615,affiliate_reward,10.0,0.16
3616,referral_bonus,12.0,0.74
3619,referral_bonus,12.0,0.27
3621,affiliate_reward,10.0,1.19
3623,cashback,5.0,1.62
3625,welcome_bonus,8.0,1.71
3628,referral_bonus,12.0,0.47
3630,welcome_bonus,8.0,0.18
3633,cashback,5.0,0.91
3634,welcome_bonus,8.0,0.31
3635,referral_bonus,12.0,0.85
3636,referral_bonus,12.0,1.41
3637,referral_bonus,12.0,0.4
3641,welcome_bonus,8.0,0.64
3643,referral_bonus,12.0,1.9
3646,cashback,5.0,0.27
3648,cashback,5.0,1.31
3651,referral_bonus,12.0,1.13
3655,referral_bonus,12.0,0.22
3657,referral_bonus,12.0,0.99
3660,referral_bonus,12.0,1.0
3661,referral_bonus,12.0,0.68
3664,welcome_bonus,8.0,0.89
3665,welcome_bonus,8.0,0.73
3666,welcome_bonus,8.0,0.48
3667,cashback,5.0,0.98
3674,referral_bonus,12.0,0.58
3675,welcome_bonus,8.0,0.32
3676,referral_bonus,12.0,0.9
3677,affiliate_reward,10.0,0.64
3680,cashback,5.0,0.75
3681,referral_bonus,12.0,0.52
3683,welcome_bonus,8.0,0.0
3685,welcome_bonus,8.0,0.36
3688,referral_bonus,12.0,0.79
3690,welcome_bonus,8.0,3.72
3691,welcome_bonus,8.0,0.37
3692,cashback,5.0,0.52
3698,referral_bonus,12.0,0.55
3702,referral_bonus,12.0,0.76
3703,cashback,5.0,0.27
3706,referral_bonus,12.0,0.8
3707,referral_bonus,12.0,0.58
3708,cashback,5.0,1.14
3713,welcome_bonus,8.0,0.58
3715,referral_bonus,12.0,0.83
3718,welcome_bonus,8.0,0.78
3719,welcome_bonus,8.0,0.28
3720,cashback,5.0,0.24
3729,referral_bonus,12.0,0.39
3735,referral_bonus,12.0,1.99
3737,cashback,5.0,0.86
3738,welcome_bonus,8.0,0.34
3739,referral_bonus,12.0,1.78
3741,welcome_bonus,8.0,0.36
3743,welcome_bonus,8.0,0.58
3747,affiliate_reward,10.0,0.41
3749,referral_bonus,12.0,0.36
3752,welcome_bonus,8.0,0.44
3755,referral_bonus,12.0,1.87
3757,referral_bonus,12.0,2.71
3759,welcome_bonus,8.0,0.39
3760,welcome_bonus,8.0,0.7
3762,welcome_bonus,8.0,1.63
3763,welcome_bonus,8.0,0.29
3764,referral_bonus,12.0,0.78
3770,cashback,5.0,0.68
3772,referral_bonus,12.0,0.66
3773,referral_bonus,12.0,1.37
3774,welcome_bonus,8.0,0.63
3777,cashback,5.0,2.06
3779,welcome_bonus,8.0,0.73
3780,referral_bonus,12.0,0.45
3784,cashback,5.0,0.79
3788,welcome_bonus,8.0,0.48
3791,referral_bonus,12.0,0.46
3792,referral_bonus,12.0,1.93
3794,referral_bonus,12.0,0.96
3798,cashback,5.0,0.64
3800,affiliate_reward,10.0,0.18
3804,referral_bonus,12.0,0.4
3806,referral_bonus,12.0,0.74
3808,referral_bonus,12.0,0.66
3815,welcome_bonus,8.0,0.72
3816,welcome_bonus,8.0,0.87
3818,welcome_bonus,8.0,0.32
3819,referral_bonus,12.0,1.21
3822,cashback,5.0,0.57
3826,welcome_bonus,8.0,0.48
3828,affiliate_reward,10.0,0.68
3830,welcome_bonus,8.0,0.17
3831,affiliate_reward,10.0,0.37
3832,referral_bonus,12.0,0.23
3835,referral_bonus,12.0,0.83
3842,welcome_bonus,8.0,1.48
3847,cashback,5.0,0.59
3849,referral_bonus,12.0,1.58
3851,welcome_bonus,8.0,1.47
3854,referral_bonus,12.0,0.55
3858,cashback,5.0,0.67
3859,welcome_bonus,8.0,0.95
3860,welcome_bonus,8.0,0.28
3863,cashback,5.0,1.24
3865,referral_bonus,12.0,0.44
3870,welcome_bonus,8.0,1.98
3871,referral_bonus,12.0,0.82
3873,referral_bonus,12.0,0.17
3879,referral_bonus,12.0,1.69
3880,welcome_bonus,8.0,0.86
3884,referral_bonus,12.0,0.43
3885,cashback,5.0,0.31
3889,welcome_bonus,8.0,0.07
3890,cashback,5.0,1.15
3896,cashback,5.0,0.16
3900,welcome_bonus,8.0,1.04
3906,referral_bonus,12.0,1.72
3919,referral_bonus,12.0,0.52
3920,welcome_bonus,8.0,0.42
3922,cashback,5.0,0.29
3929,cashback,5.0,0.45
3932,referral_bonus,12.0,1.8
3933,welcome_bonus,8.0,0.74
3934,welcome_bonus,8.0,0.5
3935,referral_bonus,12.0,3.06
3938,welcome_bonus,8.0,0.53
3945,welcome_bonus,8.0,0.64
3949,referral_bonus,12.0,0.92
3950,referral_bonus,12.0,1.53
3951,welcome_bonus,8.0,0.32
3955,welcome_bonus,8.0,1.69
3957,referral_bonus,12.0,0.87
3964,referral_bonus,12.0,0.88
3966,referral_bonus,12.0,0.62
3968,welcome_bonus,8.0,0.26
3969,referral_bonus,12.0,0.75
3971,referral_bonus,12.0,0.49
3976,welcome_bonus,8.0,0.86
3977,referral_bonus,12.0,0.32
3979,cashback,5.0,0.57
3982,referral_bonus,12.0,2.2
3985,welcome_bonus,8.0,0.25
3986,welcome_bonus,8.0,0.9
3987,welcome_bonus,8.0,1.8
3989,welcome_bonus,8.0,0.58
3990,referral_bonus,12.0,1.45
3993,cashback,5.0,0.23
3994,welcome_bonus,8.0,0.26
3996,welcome_bonus,8.0,0.82
3998,referral_bonus,12.0,1.58
4000,referral_bonus,12.0,1.32
4002,referral_bonus,12.0,0.52
4003,cashback,5.0,3.52
4005,referral_bonus,12.0,0.71
4006,referral_bonus,12.0,0.6
4007,referral_bonus,12.0,0.37
4010,welcome_bonus,8.0,0.24
4011,referral_bonus,12.0,0.89
4013,referral_bonus,12.0,0.69
4014,referral_bonus,12.0,2.51
4015,welcome_bonus,8.0,0.58
4017,welcome_bonus,8.0,0.48
4018,referral_bonus,12.0,1.42
4020,cashback,5.0,0.41
4022,referral_bonus,12.0,1.13
4024,welcome_bonus,8.0,0.74
4026,cashback,5.0,1.93
4027,referral_bonus,12.0,0.4
4028,cashback,5.0,2.09
4029,cashback,5.0,0.58
4030,cashback,5.0,1.39
4032,cashback,5.0,0.06
4033,referral_bonus,12.0,0.49
4034,cashback,5.0,0.51
4036,cashback,5.0,1.03
4037,referral_bonus,12.0,0.46
4043,welcome_bonus,8.0,0.56
4044,cashback,5.0,0.71
4045,cashback,5.0,1.21
4046,affiliate_reward,10.0,3.61
4048,welcome_bonus,8.0,1.37
4049,referral_bonus,12.0,0.54
4054,affiliate_reward,10.0,0.09
4055,referral_bonus,12.0,0.16
4056,cashback,5.0,0.33
4057,referral_bonus,12.0,0.15
4059,welcome_bonus,8.0,0.44
4061,referral_bonus,12.0,1.13
4063,welcome_bonus,8.0,0.45
4066,cashback,5.0,0.55
4068,referral_bonus,12.0,1.0
4071,affiliate_reward,10.0,0.95
4072,referral_bonus,12.0,0.51
4073,referral_bonus,12.0,0.26
4075,referral_bonus,12.0,1.03
4078,referral_bonus,12.0,1.07
4080,referral_bonus,12.0,2.58
4084,referral_bonus,12.0,2.23
4086,referral_bonus,12.0,1.21
4087,welcome_bonus,8.0,0.72
4093,welcome_bonus,8.0,0.42
4094,welcome_bonus,8.0,0.62
4095,referral_bonus,12.0,0.02
4098,cashback,5.0,0.49
4101,welcome_bonus,8.0,0.7
4103,welcome_bonus,8.0,0.86
4105,referral_bonus,12.0,0.45
4106,welcome_bonus,8.0,0.0
4109,welcome_bonus,8.0,1.43
4113,referral_bonus,12.0,0.24
4115,referral_bonus,12.0,0.75
4116,referral_bonus,12.0,0.3
4117,welcome_bonus,8.0,0.72
4119,referral_bonus,12.0,0.46
4120,referral_bonus,12.0,0.11
4123,referral_bonus,12.0,1.33
4125,cashback,5.0,0.78
4128,referral_bonus,12.0,0.72
4129,referral_bonus,12.0,1.36
4131,welcome_bonus,8.0,1.29
4132,welcome_bonus,8.0,0.0
4135,welcome_bonus,8.0,0.39
4137,cashback,5.0,0.86
4138,referral_bonus,12.0,0.87
4139,cashback,5.0,0.52
4140,cashback,5.0,1.01
4141,affiliate_reward,10.0,0.6
4142,referral_bonus,12.0,0.81
4149,cashback,5.0,0.66
4150,welcome_bonus,8.0,1.08
4154,cashback,5.0,0.56
4155,welcome_bonus,8.0,0.61
4159,referral_bonus,12.0,3.98
4160,affiliate_reward,10.0,0.0
4162,referral_bonus,12.0,0.2
4164,welcome_bonus,8.0,0.38
4168,referral_bonus,12.0,0.72
4169,welcome_bonus,8.0,0.51
4171,welcome_bonus,8.0,0.67
4175,referral_bonus,12.0,0.7
4178,welcome_bonus,8.0,0.32
4179,referral_bonus,12.0,1.75
4182,welcome_bonus,8.0,0.41
4184,welcome_bonus,8.0,0.77
4185,welcome_bonus,8.0,0.19
4186,welcome_bonus,8.0,0.85
4190,welcome_bonus,8.0,0.71
4191,cashback,5.0,0.44
4194,welcome_bonus,8.0,0.18
4195,referral_bonus,12.0,0.35
4196,referral_bonus,12.0,0.44
4197,cashback,5.0,0.77
4200,referral_bonus,12.0,0.45
4201,cashback,5.0,1.77
4202,affiliate_reward,10.0,0.34
4203,welcome_bonus,8.0,0.45
4204,cashback,5.0,0.47
4205,referral_bonus,12.0,2.02
4207,affiliate_reward,10.0,0.79
4209,welcome_bonus,8.0,0.65
4212,welcome_bonus,8.0,0.62
4216,referral_bonus,12.0,0.83
4217,referral_bonus,12.0,0.11
4219,referral_bonus,12.0,0.55
4220,referral_bonus,12.0,2.24
4224,referral_bonus,12.0,1.65
4225,welcome_bonus,8.0,0.3
4227,cashback,5.0,0.68
4228,cashback,5.0,0.49
4229,referral_bonus,12.0,1.11
4232,welcome_bonus,8.0,2.01
4233,welcome_bonus,8.0,0.21
4238,referral_bonus,12.0,2.81
4242,referral_bonus,12.0,1.01
4245,referral_bonus,12.0,1.35
4247,referral_bonus,12.0,0.45
4249,referral_bonus,12.0,0.51
4251,cashback,5.0,0.86
4254,referral_bonus,12.0,0.61
4255,welcome_bonus,8.0,1.62
4256,welcome_bonus,8.0,1.5
4258,referral_bonus,12.0,1.15
4262,referral_bonus,12.0,1.14
4265,cashback,5.0,0.8
4266,referral_bonus,12.0,0.63
4269,referral_bonus,12.0,1.09
4270,referral_bonus,12.0,1.42
4271,referral_bonus,12.0,0.45
4274,referral_bonus,12.0,1.99
4280,welcome_bonus,8.0,0.52
4282,cashback,5.0,0.02
4283,cashback,5.0,0.78
4284,welcome_bonus,8.0,0.42
4286,welcome_bonus,8.0,2.17
4287,referral_bonus,12.0,1.59
4288,welcome_bonus,8.0,0.41
4290,welcome_bonus,8.0,1.67
4293,referral_bonus,12.0,0.56
4297,welcome_bonus,8.0,0.12
4299,referral_bonus,12.0,0.93
4300,referral_bonus,12.0,0.69
4303,welcome_bonus,8.0,0.4
4306,affiliate_reward,10.0,1.05
4307,welcome_bonus,8.0,0.05
4311,referral_bonus,12.0,0.69
4313,cashback,5.0,1.93
4314,welcome_bonus,8.0,0.0
4316,welcome_bonus,8.0,0.62
4319,referral_bonus,12.0,0.75
4321,referral_bonus,12.0,0.54
4322,affiliate_reward,10.0,0.58
4326,cashback,5.0,2.15
4327,referral_bonus,12.0,0.96
4328,referral_bonus,12.0,2.85
4329,cashback,5.0,0.21
4332,welcome_bonus,8.0,0.43
4334,welcome_bonus,8.0,0.54
4336,referral_bonus,12.0,1.32
4342,referral_bonus,12.0,0.66
4343,cashback,5.0,2.62
4344,welcome_bonus,8.0,0.97
4346,welcome_bonus,8.0,0.17
4348,cashback,5.0,1.37
4354,referral_bonus,12.0,0.22
4358,welcome_bonus,8.0,0.01
4359,welcome_bonus,8.0,0.8
4360,referral_bonus,12.0,2.22
4362,welcome_bonus,8.0,0.59
4363,cashback,5.0,0.55
4364,affiliate_reward,10.0,1.27
4366,welcome_bonus,8.0,0.0
4369,welcome_bonus,8.0,0.4
4371,welcome_bonus,8.0,0.65
4374,welcome_bonus,8.0,0.74
4378,welcome_bonus,8.0,0.48
4380,cashback,5.0,1.79
4382,affiliate_reward,10.0,0.06
4384,cashback,5.0,0.37
4385,cashback,5.0,1.96
4386,referral_bonus,12.0,0.36
4389,welcome_bonus,8.0,0.54
4391,welcome_bonus,8.0,0.35
4393,affiliate_reward,10.0,0.42
4394,welcome_bonus,8.0,4.03
4395,referral_bonus,12.0,2.98
4396,referral_bonus,12.0,1.66
4398,referral_bonus,12.0,2.14
4399,referral_bonus,12.0,0.83
4400,welcome_bonus,8.0,0.46
4402,welcome_bonus,8.0,0.09
4404,affiliate_reward,10.0,0.55
4405,affiliate_reward,10.0,0.62
4406,referral_bonus,12.0,0.69
4407,referral_bonus,12.0,0.73
4408,welcome_bonus,8.0,0.2
4412,referral_bonus,12.0,0.75
4413,welcome_bonus,8.0,0.46
4415,welcome_bonus,8.0,0.41
4416,welcome_bonus,8.0,0.54
4418,referral_bonus,12.0,0.58
4420,referral_bonus,12.0,0.48
4423,cashback,5.0,0.71
4424,referral_bonus,12.0,0.99
4425,referral_bonus,12.0,1.53
4428,referral_bonus,12.0,0.35
4429,affiliate_reward,10.0,0.35
4433,referral_bonus,12.0,0.45
4435,welcome_bonus,8.0,0.67
4437,cashback,5.0,0.22
4438,welcome_bonus,8.0,0.58
4439,affiliate_reward,10.0,0.55
4443,welcome_bonus,8.0,0.63
4444,welcome_bonus,8.0,0.58
4447,welcome_bonus,8.0,1.35
4448,referral_bonus,12.0,2.57
4449,welcome_bonus,8.0,0.09
4450,referral_bonus,12.0,0.38
4451,affiliate_reward,10.0,1.17
4452,welcome_bonus,8.0,1.8
4456,welcome_bonus,8.0,0.5
4457,welcome_bonus,8.0,0.92
4458,affiliate_reward,10.0,1.52
4461,referral_bonus,12.0,2.72
4462,affiliate_reward,10.0,0.54
4463,referral_bonus,12.0,2.0
4464,welcome_bonus,8.0,0.99
4467,welcome_bonus,8.0,0.46
4469,referral_bonus,12.0,0.46
4471,affiliate_reward,10.0,1.02
4474,referral_bonus,12.0,1.96
4477,cashback,5.0,0.64
4480,referral_bonus,12.0,0.15
4483,referral_bonus,12.0,0.82
4484,referral_bonus,12.0,1.25
4485,referral_bonus,12.0,0.58
4486,welcome_bonus,8.0,0.82
4488,referral_bonus,12.0,0.15
4491,welcome_bonus,8.0,1.55
4494,affiliate_reward,10.0,0.56
4495,welcome_bonus,8.0,0.49
4498,cashback,5.0,0.0
4501,referral_bonus,12.0,0.72
4502,welcome_bonus,8.0,0.65
4503,welcome_bonus,8.0,0.77
4505,welcome_bonus,8.0,0.82
4506,welcome_bonus,8.0,0.77
4508,cashback,5.0,0.4
4511,welcome_bonus,8.0,0.73
4516,referral_bonus,12.0,0.3
4517,cashback,5.0,0.56
4521,welcome_bonus,8.0,0.58
4522,referral_bonus,12.0,0.29
4523,referral_bonus,12.0,0.75
4525,welcome_bonus,8.0,0.57
4526,welcome_bonus,8.0,0.85
4527,referral_bonus,12.0,0.45
4529,affiliate_reward,10.0,1.35
4530,welcome_bonus,8.0,0.39
4531,referral_bonus,12.0,0.79
4532,welcome_bonus,8.0,0.61
4535,referral_bonus,12.0,0.81
4537,welcome_bonus,8.0,0.95
4541,referral_bonus,12.0,1.18
4543,referral_bonus,12.0,0.46
4544,referral_bonus,12.0,1.03
4547,welcome_bonus,8.0,0.66
4548,welcome_bonus,8.0,0.72
4551,referral_bonus,12.0,0.16
4554,welcome_bonus,8.0,0.37
4555,referral_bonus,12.0,2.22
4557,referral_bonus,12.0,1.44
4562,welcome_bonus,8.0,0.53
4563,affiliate_reward,10.0,0.84
4569,referral_bonus,12.0,1.4
4570,welcome_bonus,8.0,0.48
4571,cashback,5.0,0.66
4572,cashback,5.0,0.37
4574,cashback,5.0,1.1
4575,referral_bonus,12.0,0.37
4576,affiliate_reward,10.0,0.51
4578,affiliate_reward,10.0,1.9
4579,welcome_bonus,8.0,1.55
4580,welcome_bonus,8.0,0.76
4582,welcome_bonus,8.0,0.18
4583,affiliate_reward,10.0,0.35
4584,referral_bonus,12.0,0.8
4585,referral_bonus,12.0,0.95
4587,welcome_bonus,8.0,0.27
4588,cashback,5.0,1.59
4589,welcome_bonus,8.0,0.55
4590,cashback,5.0,1.86
4591,referral_bonus,12.0,1.64
4593,welcome_bonus,8.0,0.7
4594,referral_bonus,12.0,0.48
4597,referral_bonus,12.0,0.7
4598,affiliate_reward,10.0,0.33
4599,welcome_bonus,8.0,0.99
4600,welcome_bonus,8.0,0.37
4602,cashback,5.0,0.17
4604,welcome_bonus,8.0,0.47
4606,welcome_bonus,8.0,1.28
4609,referral_bonus,12.0,0.82
4614,cashback,5.0,0.41
4615,referral_bonus,12.0,0.33
4616,welcome_bonus,8.0,0.3
4619,referral_bonus,12.0,1.92
4623,referral_bonus,12.0,0.55
4624,welcome_bonus,8.0,0.05
4627,referral_bonus,12.0,1.06
4630,referral_bonus,12.0,0.72
4632,cashback,5.0,1.17
4635,cashback,5.0,0.0
4638,cashback,5.0,1.67
4641,cashback,5.0,0.96
4644,welcome_bonus,8.0,0.38
4647,welcome_bonus,8.0,0.64
4648,welcome_bonus,8.0,0.66
4650,referral_bonus,12.0,1.03
4651,welcome_bonus,8.0,0.19
4652,referral_bonus,12.0,0.78
4655,affiliate_reward,10.0,0.95
4656,welcome_bonus,8.0,0.68
4659,cashback,5.0,0.5
4660,referral_bonus,12.0,0.89
4662,welcome_bonus,8.0,0.72
4665,welcome_bonus,8.0,0.17
4666,referral_bonus,12.0,0.14
4667,referral_bonus,12.0,1.19
4669,welcome_bonus,8.0,0.03
4673,referral_bonus,12.0,0.64
4674,referral_bonus,12.0,0.57
4675,referral_bonus,12.0,0.1
4676,welcome_bonus,8.0,0.66
4678,welcome_bonus,8.0,0.67
4679,welcome_bonus,8.0,0.22
4680,welcome_bonus,8.0,0.67
4683,cashback,5.0,0.44
4689,welcome_bonus,8.0,0.08
4690,referral_bonus,12.0,0.8
4691,welcome_bonus,8.0,0.52
4698,referral_bonus,12.0,0.88
4699,welcome_bonus,8.0,0.93
4701,referral_bonus,12.0,0.46
4702,welcome_bonus,8.0,0.69
4705,welcome_bonus,8.0,0.77
4706,welcome_bonus,8.0,0.35
4710,referral_bonus,12.0,0.65
4712,affiliate_reward,10.0,0.3
4713,referral_bonus,12.0,0.83
4714,welcome_bonus,8.0,0.0
4716,cashback,5.0,1.53
4717,welcome_bonus,8.0,0.3
4718,cashback,5.0,0.13
4720,welcome_bonus,8.0,1.0
4721,welcome_bonus,8.0,0.46
4722,affiliate_reward,10.0,0.47
4723,welcome_bonus,8.0,0.71
4725,cashback,5.0,0.62
4727,welcome_bonus,8.0,0.66
4730,cashback,5.0,3.1
4734,referral_bonus,12.0,1.48
4737,affiliate_reward,10.0,0.61
4739,cashback,5.0,1.05
4740,cashback,5.0,0.68
4741,welcome_bonus,8.0,0.42
4742,welcome_bonus,8.0,0.41
4743,welcome_bonus,8.0,0.5
4749,affiliate_reward,10.0,0.24
4751,affiliate_reward,10.0,0.79
4753,welcome_bonus,8.0,0.33
4754,referral_bonus,12.0,1.2
4756,welcome_bonus,8.0,1.2
4758,welcome_bonus,8.0,0.56
4759,referral_bonus,12.0,0.79
4760,affiliate_reward,10.0,0.59
4762,welcome_bonus,8.0,0.75
4768,referral_bonus,12.0,0.74
4771,referral_bonus,12.0,0.64
4773,cashback,5.0,0.59
4776,cashback,5.0,0.19
4777,referral_bonus,12.0,2.58
4783,referral_bonus,12.0,2.32
4785,referral_bonus,12.0,0.36
4786,referral_bonus,12.0,0.06
4787,referral_bonus,12.0,0.4
4788,welcome_bonus,8.0,0.88
4790,cashback,5.0,0.0
4792,welcome_bonus,8.0,0.51
4794,welcome_bonus,8.0,0.61
4795,cashback,5.0,0.49
4797,welcome_bonus,8.0,0.71
4798,cashback,5.0,1.02
4800,welcome_bonus,8.0,0.31
4802,welcome_bonus,8.0,0.96
4804,welcome_bonus,8.0,0.19
4806,cashback,5.0,0.64
4807,welcome_bonus,8.0,0.2
4810,referral_bonus,12.0,0.66
4813,affiliate_reward,10.0,0.5
4816,referral_bonus,12.0,1.15
4817,referral_bonus,12.0,1.2
4818,welcome_bonus,8.0,0.34
4820,referral_bonus,12.0,0.08
4822,cashback,5.0,0.29
4823,referral_bonus,12.0,0.47
4824,referral_bonus,12.0,0.69
4825,welcome_bonus,8.0,0.01
4828,referral_bonus,12.0,0.41
4830,referral_bonus,12.0,0.69
4832,affiliate_reward,10.0,0.0
4835,referral_bonus,12.0,1.49
4836,cashback,5.0,0.47
4838,welcome_bonus,8.0,0.14
4839,referral_bonus,12.0,0.38
4843,referral_bonus,12.0,0.28
4848,cashback,5.0,0.26
4854,referral_bonus,12.0,1.0
4855,welcome_bonus,8.0,1.61
4856,referral_bonus,12.0,2.38
4857,referral_bonus,12.0,0.76
4860,cashback,5.0,1.13
4863,welcome_bonus,8.0,0.32
4865,referral_bonus,12.0,0.62
4866,welcome_bonus,8.0,0.62
4867,cashback,5.0,0.25
4868,welcome_bonus,8.0,0.59
4869,referral_bonus,12.0,0.67
4871,welcome_bonus,8.0,0.57
4872,referral_bonus,12.0,2.18
4873,welcome_bonus,8.0,1.32
4875,referral_bonus,12.0,2.55
4876,welcome_bonus,8.0,0.48
4877,welcome_bonus,8.0,2.0
4878,welcome_bonus,8.0,0.75
4879,welcome_bonus,8.0,1.11
4881,welcome_bonus,8.0,0.54
4882,welcome_bonus,8.0,0.54
4885,cashback,5.0,0.14
4886,referral_bonus,12.0,0.67
4889,referral_bonus,12.0,0.94
4890,referral_bonus,12.0,2.37
4891,welcome_bonus,8.0,0.11
4894,welcome_bonus,8.0,0.25
4896,cashback,5.0,1.53
4897,cashback,5.0,0.22
4898,referral_bonus,12.0,1.39
4900,referral_bonus,12.0,0.61
4901,welcome_bonus,8.0,0.68
4902,welcome_bonus,8.0,0.47
4903,welcome_bonus,8.0,4.83
4904,cashback,5.0,1.79
4905,welcome_bonus,8.0,0.68
4906,welcome_bonus,8.0,0.51
4907,referral_bonus,12.0,0.48
4915,welcome_bonus,8.0,0.31
4918,welcome_bonus,8.0,0.08
4919,welcome_bonus,8.0,0.41
4922,welcome_bonus,8.0,0.69
4924,affiliate_reward,10.0,0.52
4925,referral_bonus,12.0,0.34
4928,referral_bonus,12.0,0.97
4929,welcome_bonus,8.0,0.61
4930,referral_bonus,12.0,1.25
4931,welcome_bonus,8.0,0.69
4934,referral_bonus,12.0,0.64
4938,welcome_bonus,8.0,0.42
4939,referral_bonus,12.0,0.71
4943,referral_bonus,12.0,0.22
4945,welcome_bonus,8.0,0.53
4946,referral_bonus,12.0,0.48
4947,referral_bonus,12.0,0.66
4951,welcome_bonus,8.0,0.6
4954,referral_bonus,12.0,0.55
4955,referral_bonus,12.0,0.82
4956,welcome_bonus,8.0,0.9
4960,referral_bonus,12.0,2.1
4965,cashback,5.0,0.73
4968,welcome_bonus,8.0,0.62
4974,referral_bonus,12.0,0.73
4976,welcome_bonus,8.0,1.15
4977,welcome_bonus,8.0,0.75
4978,welcome_bonus,8.0,0.89
4982,cashback,5.0,1.01
4985,welcome_bonus,8.0,0.88
4988,cashback,5.0,0.73
4989,affiliate_reward,10.0,0.7
4990,referral_bonus,12.0,1.76
4992,affiliate_reward,10.0,0.53
4993,cashback,5.0,0.28
4994,cashback,5.0,0.97
4995,affiliate_reward,10.0,1.29
5000,welcome_bonus,8.0,0.59
5001,cashback,5.0,0.21
5002,cashback,5.0,0.92
5006,cashback,5.0,0.42
5008,welcome_bonus,8.0,0.15
5009,cashback,5.0,0.31
5010,referral_bonus,12.0,0.25
5011,welcome_bonus,8.0,0.33
5013,referral_bonus,12.0,0.61
5015,welcome_bonus,8.0,0.78
5018,welcome_bonus,8.0,0.43
5020,welcome_bonus,8.0,0.0
5021,welcome_bonus,8.0,0.66
5023,welcome_bonus,8.0,0.61
5024,affiliate_reward,10.0,0.22
5026,affiliate_reward,10.0,0.74
5027,welcome_bonus,8.0,0.19
5028,welcome_bonus,8.0,0.47
5029,cashback,5.0,0.43
5030,referral_bonus,12.0,0.45
5033,welcome_bonus,8.0,0.39
5034,cashback,5.0,0.27
5038,cashback,5.0,0.75
5039,cashback,5.0,0.44
5040,referral_bonus,12.0,0.71
5047,welcome_bonus,8.0,1.57
5048,affiliate_reward,10.0,1.14
5049,welcome_bonus,8.0,0.42
5050,referral_bonus,12.0,0.48
5052,referral_bonus,12.0,1.48
5053,welcome_bonus,8.0,0.51
5054,referral_bonus,12.0,0.56
5058,welcome_bonus,8.0,0.49
5062,referral_bonus,12.0,1.46
5063,referral_bonus,12.0,1.36
5064,cashback,5.0,1.25
5065,welcome_bonus,8.0,0.49
5067,cashback,5.0,1.21
5068,referral_bonus,12.0,0.08
5070,cashback,5.0,1.41
5072,welcome_bonus,8.0,0.67
5075,cashback,5.0,0.44
5076,referral_bonus,12.0,1.85
5078,referral_bonus,12.0,2.72
5079,welcome_bonus,8.0,0.48
5081,cashback,5.0,2.2
5083,referral_bonus,12.0,1.37
5084,welcome_bonus,8.0,0.64
5087,welcome_bonus,8.0,0.3
5088,welcome_bonus,8.0,0.47
5090,welcome_bonus,8.0,0.29
5091,welcome_bonus,8.0,0.94
5096,referral_bonus,12.0,1.24
5100,welcome_bonus,8.0,0.56
5101,welcome_bonus,8.0,0.72
5103,welcome_bonus,8.0,0.07
5104,referral_bonus,12.0,2.07
